Date,Year,Donor,Items,Value ($),Country,Continent,Regime
04/03/2011,2011,The Honorable Julia Gillard MP,"Green and white 2GB iPod Shuffle. Sherrin Match Australian football. Red, white, and blue Western Bulldogs Australian Football League on a field jersey; Red, white, and blue “U.S. Footy” football jersey with “USA Revolution” on the front and “25” on the back. Hand-crafted 2.5"" x 4"" x 6"" Dragonfly silver ash wood trinket box with “Wood Works Gallery” sticker on bottom, presented in brown box with “Australia” sticker on top. ",478,Australia,Oceania,Full Democracy
02/03/2011,2011,His Excellency Felipe de Jesús Calderon,"13"" tall beige clay ceramic vase with black and red designs made by Antonio Veloz, presented in green box with Mexican flag colored ribbons. Paperback Book, title: “Mata Ortiz Ceramics: Artes de Mexico, Numero 45"". ",365,Mexico,North America,Flawed Democracy
22/02/2011,2011,His Excellency Eklil Hakimi,"52"" x 85"" red Afghan rug with blue trim and white tassels. ",400,Afghanistan,Asia,Authoritarian
04/02/2011,2011,The Right Honorable Stephen Harper,"Basketball, signed by 2010-2011 Toronto Raptors NBA basketball team, in a 10"" x 10"" hard-plastic display case, presented in a 14.5"" x 22.5"" green leather-bound box that has the Prime Minister seal on the top. 23.25"" x 18.25"" golden-framed 19th Century antique map of North America, surrounded by drawings of North American Indians, beavers, and other images, and drawn by Tallis & Co. ",1880,Canada,North America,Full Democracy
01/02/2011,2011,His Excellency Desi Bouterse,"Book, title: “Suriname Discovered,” by: Toon Fey. Royal Mint 2000 Millennium 22 carat gold coin that reads “Suriname 100,000 Gulden” on one side, and “Suriname” on the other. ",1575,Suriname,South America,Flawed Democracy
18/01/2011,2011,His Excellency Hu Jintao,"Bronze 48"" statue of Abraham Lincoln by the artist Yuan Xikun, includes a red leather booklet describing the gift. ",9800,China,Asia,Authoritarian
10/01/2011,2011,His Excellency Nicolas Sarkozy,"Large, black Hermes golf accessory bag including set of lock and key, and extra strap in bottom compartment, presented in cream colored drawstring bag. ",7750,France,Europe,Flawed Democracy
05/01/2011,2011,Ali bin Mohsen bin Fetais Al-Marri,"11"" x 20"" x 12"" wooden display case containing a small sword, the top of the case displays the seal of the State of Qatar and reads, “Fight Against Corruption.” ",350,Qatar,Asia,Authoritarian
05/01/2011,2011,His Excellency Yang Jiechi,"14"" red and gold colored vase in red presentation box. ",580,China,Asia,Authoritarian
30/12/2010,2010,His Excellency Zine El-Abidine Ben Ali,"20"" × 16.5"" high purple and yellow leather and wooden ottoman with brown wooden circular legs containing 16"" × 6"" and 14"" × 4"" purple and yellow wooden containers. Six bottles of Vieux Magon wine. Eight bottles of Tunisian Olive Oil. Box of dates. ",910,Tunisia,Africa,Flawed Democracy
25/12/2010,2010,Mr. Rakhman Adanov,"31"" × 26"" black and tan leather artwork of birds, trees, and other objects in a gold frame. ",485,Kyrgyzstan,Asia,Hybrid Regime
17/12/2010,2010,Her Excellency Meera Shankar,"Two 10"" × 12"" miniature paintings depicting a small indoor gathering, presented in blue velvet presentation boxes. Three gold-colored cloth ornaments. ",710,India,Asia,Flawed Democracy
15/12/2010,2010,His Excellency Nursultan Nazarbayev,"5.5"" × 5"" × 1"" lacquered wooden box with “OSCE Kazakhstan 2010” label, containing a 2.5"" diameter medallion of 199.37 gram gold alloy. ",1200,Kazakhstan,Asia,Authoritarian
15/12/2010,2010,His Excellency Naoto Kan,"One titanium cup presented in wooden box with “APEC 2010, Naoto Kan, Prime Minster of Japan” imprinted on top of cover. Black Fujifilm FinePix Real 3D W3 digital camera in a blue and black cardboard box. Black Fujifilm FinePix Real 3D V1 Digital Viewer, presented in black and blue cardboard box. ",1896,Japan,Asia,Flawed Democracy
08/12/2010,2010,His Excellency Bronislaw Komorowski,"4.5"" × 6"" black and white ceramic Cmielow dog figurine, presented in a wooden presentation box. Book, title: “Fryderyk Chopin.” 2.5"" × 3"" circular miniature portrait of Chopin in a Burl Veneer frame. Two holiday ornaments. ",594,Poland,Europe,Flawed Democracy
01/12/2010,2010,His Majesty Sultan Haji Hassanal Bolkiah Mu'izzadin Waddaulah ibni Al-Marhum Sultan Haji Omar `Ali Saifuddien Sa'adul Khairi Waddien,"“Lustre” necklace with 1"" × 1"" inscribed “Globe Crest” pendant. 5 DVD box set, title: “The Day the Universe Changed.” 21"" × 12"" black, unbranded, rubber container with rubber handles. 1.5 quart “Heath” brown teapot with copper handle and two matching mugs. 19"" × 13"" × 10"" wooden trunk with metal decoration on top. Somma grey blanket with darker grey floral pattern, presented in a brown cloth display box. Book on the Earth's ecosystems. One Fanciful “Bountiful Buffet” gift basket. 11"" × 5.5"" Tozai brown glass vase with leaf designs. 12"" × 8"" ceramic jar with 13 ounces of “Di Camillo” biscotti. “Bonifanti” Panettone bread. Luci de Stelle 1000g, in blue hexagonal box. Harney & Sons whole leaf tea, in silk satchels. Five 2.5 ounce Modern Alchemy votive candles, in black presentation box. Black display box containing scented D.L. & Company “Gingembre” candle in glass container. Island Heritage tin of chocolate covered macadamia nut shortbread cookies. ",1932,Brunei Darussalam,Asia,N.N.
01/12/2010,2010,The Honorable Mohammed Salah Tekaya,"12"" round silver-colored tree statue with scented black decorations, in a red presentation box. ",585,Tunisia,Africa,Flawed Democracy
19/11/2010,2010,His Excellency Professor Aníbal Cavaco Silva,"W&J Graham's Port 1961 Single Harvest Tawny Port set, containing wine in red leather bottle holder and an informational booklet, presented in a rectangular wooden box that has “Graham's Single Harvest 1961” carved into top and sides. Set of four Atlantis crystal wine glasses and one crystal decanter presented in 11"" × 23"" × 10"" wooden box. Two bottles of Quinta de Noval 2008 Vintage Porto wine. Bronze water-dog statue on wooden base ",1140,Portugal,Europe,Flawed Democracy
19/11/2010,2010,His Excellency José Socrates,"Antique gold-colored Museu de Marinha Portugal astrolabe with inscribed wooden stand, in a wooden presentation box ",425,Portugal,Europe,Flawed Democracy
14/11/2010,2010,His Excellency Naoto Kan,"5"" titanium “SUSGallery” cup. 4"" titanium “SUSGallery” cup. 3.5"" titanium “SUSGallery” cup. 2.5"" titanium “SUSGallery” cup, presented in a wooden presentation box. 32"" × 27"" framed facsimile of letter written by President Abraham Lincoln to His Majesty the Tycoon of Japan in 1861. ",1325,Japan,Asia,Flawed Democracy
13/11/2010,2010,His Excellency Dr. H. Susilo Bambang Yudhoyono,"Two wooden “Asta Kriya” shadow puppets. Two 19"" × 16"" framed photographs commemorating the First Family's visit to Indonesia. Three-piece red and gold colored medals, presented in a wooden presentation case with an honorary diploma. Three shirts. ",1403,Indonesia,Asia,Flawed Democracy
12/11/2010,2010,His Excellency YAB Dato' Sri Haji Mohd Najib bin Tun Haji Abdul Razak,"4"" × 7"" silver-plated box with floral design and gold-colored flower with red stone, presented in a blue velvet presentation box. Book, title: “Najib: Beginning of a Legacy Commemorating One Year as Prime Minister of Malaysia” ",1564,Malaysia,Asia,Flawed Democracy
10/11/2010,2010,His Excellency Lee Myung-bak,"8"" × 4"" Verizon Samsung Galaxy Tab SCH-1800. Black Samsung headphones. Black Samsung Galaxy Tab stereo video cable. Black Samsung Galaxy Tab USB charging data cable. 5"" × 9"" brown leather case. 5"" × 9"" black leather snap-on case. Black Samsung Galaxy Tab charger. 28"" × 28"" red and blue tapestry with decorative design. ",988,Republic of Korea,Asia,Flawed Democracy
08/11/2010,2010,Her Excellency Pratibha Patil,"Book, title: “The Life of Mahatma Gandhi,” by Louis Fisher. 28"" × 15"" bronze-colored bust of Mahatma Gandhi. Brown and gold-colored photo album. 13"" × 15"" gold-colored “Diviniti” wooden frame and plaque of Rashtrapti Bhawan New Delhi India. 41"" × 57"" portrait of President Obama. ",7404,India,Asia,Flawed Democracy
08/11/2010,2010,Ms. Meira Kumar,"30"" × 42"" painting of bodhisattva on black and gold-colored scroll, presented in a 36"" blue presentation box. Red and gold-colored silk three piece Sari. 6"" × 9"" red and gold-colored beaded Sari handbag. 11"" × 13"" beige and gold-colored photo album. 13"" × 9"" blue booklet with floral pattern and gold plated image of Parliament. ",1015,India,Asia,Flawed Democracy
01/11/2010,2010,His Excellency Dmitry Medvedev,"10 Blu-Ray disc set with leather cases, presented in a 32"" × 17"" wooden display box ",500,Russian Federation,Europe,Authoritarian
29/10/2010,2010,His Excellency Benigno S. Aquino III,"12"" × 8"" brown accessory box with four silver-plated bulls on bottom. ",650,Philippines,Asia,Flawed Democracy
20/10/2010,2010,His Excellency Abhisit Vejjajiva,"12"" silver-colored tray with dragon-shaped handle, presented in a blue presentation box. ",590,Thailand,Asia,Hybrid Regime
14/10/2010,2010,His Excellency Viktor Yanukovych,"White blouse with beaded floral design, in a maroon velvet presentation box. ",360,Ukraine,Europe,Hybrid Regime
10/10/2010,2010,His Excellency Viktor Yanukovych,"18"" × 62"" embroidered beige tapestry with red floral motif, presented in a maroon cylinder with a gold and red embroidered crest. ",360,Ukraine,Europe,Hybrid Regime
28/09/2010,2010,His Excellency Dr. Ilham Aliyev,"Set of two brass and crystal tea cups, presented in a blue velvet display case. 72"" × 49"" Garabagh Magical Knots Azerbaijani rug made by AZER-ILME Co. Ltd., presented in a matching red carrying case with inscription. Book, title: “Azar-ilma”. ",940,Azerbaijan,Asia,Authoritarian
27/09/2010,2010,His Excellency Wan Gang,White “Flying Pigeon” electric bicycle. ,1400,China,Asia,Authoritarian
24/09/2010,2010,His Excellency Lee Hsien Loong and Madam Ho Ching,Creative ZEN X-Fi 2 64GB MP3 player and earphones. OSIM uGoGo electronic pulse massager ,550,Singapore,Asia,Flawed Democracy
22/09/2010,2010,His Excellency Abdullah Gül,"9.5"" sterling silver Tombac Ottoman Collection portable writing set with pen and ink case. 11"" × 5"" 24-carat gold plated Tombac Ottoman Collection bowl. ",1360,Turkey,Asia,Hybrid Regime
18/09/2010,2010,Dr. Laila Takla,"4.5"" × 3.5"" Bible in Arabic with metallic cross on cover. Book, title: “Our Common Christian-Islamic Heritage.” 16"" × 16"" white tote bag. ",356,Egypt,Africa,Authoritarian
03/09/2010,2010,His Excellency Asif Ali Zardari,"26"" × 32.5"" framed portrait of President Barack Obama  ",1200,Pakistan,Asia,Hybrid Regime
01/09/2010,2010,His Excellency Binyamin Netanyahu,"16"" × 10.5"" deluxe edition of hardcover book, title: “Great is Peace” ",780,Israel,Asia,Flawed Democracy
01/09/2010,2010,His Majesty King Abdullah II ibn Al Hussein,"11"" × 6.5"" silver jewelry box with red and black mosaic on top. Book, title: “The Mosaics of Jordan” ",400,Jordan,Asia,Authoritarian
04/07/2010,2010,The Government of the People's Republic of China,"11"" × 9"" “Expo 2010 Shanghai China” blue vase with a floral pattern and image of the Shanghai skyline, in a presentation box. 10"" × 8.5"" framed “Expo 2010 Shanghai China, Colorful China Pavilion Pin Set” ",629,China,Asia,Authoritarian
29/06/2010,2010,King Abdullah bin Abd al-Aziz Al Saud,"Three Bijan silk tie sets with matching handkerchiefs in silk presentation boxes. Five Brioni silk tie sets with matching handkerchiefs in red presentation boxes. Black Brioni silk tie in a red presentation box. Stefano Ricci silk tie in a red and black presentation box. Blue and pink Stefano Ricci silk tie with matching handkerchief in a red and black presentation box. Five silk ties with matching handkerchiefs in white presentation boxes. Two striped Eddia silk ties in pink presentation boxes. Blue Francesco Smalto silk tie in a pink presentation box. Blue Lanvin silk tie with matching handkerchief in a blue presentation box. 20"" × 14"" × 8"" gray briefcase. ",5255,Saudi Arabia,Asia,Authoritarian
28/06/2010,2010,His Excellency Mrs. Seng Soukhathivong and Mrs. Somdy Soukhathivong,"20.75"" × 32"" framed silver-colored metal panel with an etching depicting a city in Laos. ",350,Laos,Asia,Authoritarian
28/06/2010,2010,King Abdullah bin Abd al-Aziz Al Saud,"18.5"" clock with a gold-colored horse and two palm trees on a green and silver-colored marble base, in a green presentation box. ",500,Saudi Arabia,Asia,Authoritarian
25/06/2010,2010,The Right Honorable Stephen Harper,"17"" sugar maple-wood bowl signed by Don Thur. 24"" × 16"" handcrafted glass tree in a green frame. ",1000,Canada,North America,Full Democracy
01/06/2010,2010,His Excellency Alan Perez,"54"" × 12"" Kuna vicuna-brown scarf, presented in wooden presentation case with a silver label. ",584,Peru,South America,Flawed Democracy
24/05/2010,2010,His Excellency Saad Hariri,"32.25"" × 24.5"" watercolor of Arabic calligraphy by artist Samir Sayegh. Book, title: “Memoirs of Letters”. ",4520,Lebanon,Asia,Hybrid Regime
12/05/2010,2010,His Excellency Hamid Karzai,"80"" × 148"" brown and blue patterned rug. ",2000,Afghanistan,Asia,Authoritarian
04/05/2010,2010,Her Excellency Tarja Halonen,"9.5"" blue glass bird, hand-blown by Iittala craftsmen. ",445,Finland,Europe,Full Democracy
04/05/2010,2010,His Excellency Serzh Sargsian,"16"" × 16"" walnut chessboard with walnut and sterling silver chess pieces, presented in a wooden presentation box. Book, title: “He Flies Through the Air with the Greatest of Ease.” 9.5"" dark green bust of author William Saroyan on brown stone base with inscription, presented in a wooden presentation box. Bottle of 100 year old Ararat brandy, presented in wooden presentation box. ",2985,Armenia,Asia,Hybrid Regime
28/04/2010,2010,Her Excellency Inonge Mbikusita-Lewanika,"37"" × 29"" copper fire screen of an eagle, made by Gastone craftsmen ",484,Zambia,Africa,Hybrid Regime
26/04/2010,2010,The Honorable Ivan Knez,Gena black three-piece suit ,510,Croatia,Europe,Flawed Democracy
23/04/2010,2010,His Excellency Yousef Raza Gilani,"8"" × 5"" sterling silver bowl, presented in a green presentation box ",440,Pakistan,Asia,Hybrid Regime
22/04/2010,2010,His Majesty King Abdullah II ibn Al Hussein,"Three 13"" glass vases with gold-colored stripes and wooden toppers, in black presentation boxes. ",2670,Jordan,Asia,Authoritarian
14/04/2010,2010,Her Excellency Doris Leuthard,"Longines silver-colored watch with brown band, presented in brown presentation box. Red leather dog collar and leash with silver-colored fastenings ",2604,Switzerland,Europe,Full Democracy
14/04/2010,2010,His Excellency Hu Jintao,"12.5"" Jun purple and gray porcelain vase with a round wooden base, in a wooden presentation box. ",400,China,Asia,Authoritarian
14/04/2010,2010,His Excellency Nursultan Nazarbayev,"9.5"" bowl made of silver, jasper, kahalong, and fianit, in a green and tan presentation box. ",3200,Kazakhstan,Asia,Authoritarian
12/04/2010,2010,His Excellency Lee Hsien Loong,Creative Aurvana Live! black headphones. Creative pocket video camera. Creative noise cancelling earbud headphones. ,380,Singapore,Asia,Flawed Democracy
11/04/2010,2010,His Excellency Goodluck Ebele Azikiwe Jonathan,Chris Aire gold cufflinks with centered citrine gemstone bordered by band of diamonds. ,8315,Nigeria,Africa,Hybrid Regime
08/04/2010,2010,His Excellency Dmitry Medvedev,"Two 4"" Imperial porcelain painted eggs with porcelain bases, presented in yellow presentation boxes. Book, title: “An Attempt at a Pictorial Account of a Trip Across North America”. ",2080,Russian Federation,Europe,Authoritarian
08/04/2010,2010,His Excellency Vaclav Klaus,"14"" hand-blown Moser glass plate with 24-carat gold border. ",1100,Czechia,Europe,Flawed Democracy
30/03/2010,2010,His Excellency Nicolas Sarkozy and Mrs. Carla Bruni-Sarkozy,"Three bottles of 1961 Chateau Bages wine. Two 9"" × 13"" leather folders with facsimile letters of credece presented by Benjamin Franklin to Louis XVI, King of France, in 1778 and facsimile letters from Benjamin Franklin to Charles Gravier De Vergennes, dated 1781. ",2150,France,Europe,Flawed Democracy
28/03/2010,2010,His Excellency Hamid Karzai,"312"" × 117"" burgundy and red carpet with intricate patterns and cream-colored fringe. ",2000,Afghanistan,Asia,Authoritarian
17/03/2010,2010,The Arts Council of Ireland,"Anthology of Irish poetry, signed by six Irish poets. ",1545,Ireland,Europe,Full Democracy
16/03/2010,2010,His Excellency Brian Cowen,"Two first edition volumes of William Yates books, published in 1906 and 1907. ",357,Ireland,Europe,Full Democracy
08/03/2010,2010,His Excellency Mauricio Funes and Mrs. Vanda Pignato,"Four piece metal sculpture of Don Quixote and Sancho Panza on horses, by Alfredo Melara Farfan. ",1000,El Salvador,North America,Flawed Democracy
18/02/2010,2010,His Holiness the Dalai Lama,"30"" × 54"" multicolored Tibetan scroll depicting a Buddhist deity on a gold-colored inlay. 26"" × 124"" white-patterned Tibetan shawl. 5.75"" × 7.5"" silver and cream-colored cardstock with written inscription. ",1410,Tibet,Asia,N.A.
17/02/2010,2010,His Majesty the King Juan Carlos and Her Majesty Queen Sophia,"6.25"" × 6.25"" silver plate engraved with royal signature, in blue presentation box. ",660,Spain,Europe,Full Democracy
03/01/2010,2010,Her Excellency Houda Nonoo,"8"" × 10"" Christolfe silver picture frame with a photograph of President Obama at a table with officials of the Kingdom of Bahrain. ",430,Bahrain,Asia,Authoritarian
28/12/2009,2009,His Majesty Sultan Haji Hassanal Bolkiah Mu'izzaddin Waddaulah ibni Al-Marhum Sultan Haji Omar `Ali Saifuddien Sa'adul Khairi Waddien,"Three hardcover books. Two paperback books. Mara Fine Silver silver-plated tea caddie. 64 oz. fluted silver-plated pitcher. 9"" Cricklewood crystal oval vase. 24"" diameter tin plated copper tray. 4.5"" bronze Sona vessel with gold finish and a blackened-aluminum resting ring. Knit purple blanket with orange and green fabric. 16"" × 24"" black tray ",1758,Brunei Darussalam,Asia,Authoritarian
28/12/2009,2009,His Excellency Recep Tayyip Erdogan,"14"" green glass vase with gold crescent and star designs, made by Palabahçe. ",1100,Turkey,Asia,Hybrid Regime
22/12/2009,2009,His Excellency Dr. Manmohan Singh,Book entitled “Stories from the Panchatantra”; book entitled “Ancient Tales of Wit and Wisdom”; book entitled “The Puffin Treasury of Modern Indian Stories”; book entitled “A History of Ancient and Early Medieval India”; book entitled “The Gandhi Collection: History in the Making: The Visual Archives of Kulwant Roy.” ,3572,India,Asia,Flawed Democracy
07/12/2009,2009,His Excellency Recep Tayyip Erdogan,"10"" x 6"" gold vase. ",2150,Turkey,Asia,Hybrid Regime
17/11/2009,2009,The Honorable Gadzhi Makhachev,"50"" x 62"" rug with an image of President Obama. ",1200,Russian Federation,Europe,Authoritarian
15/11/2009,2009,The Honorable Han Zheng,Chinese porcelain vase with a blue and white floral motif. ,450,China,Asia,Authoritarian
12/11/2009,2009,The Honorable Kazunori Yamanoi,"16"" x 27"" framed Japanese calligraphy. ",350,Japan,Asia,Flawed Democracy
02/11/2009,2009,His All Holiness Bartholomew,"15"" blue glass jar with a silver design. ",538,Turkey,Asia,Hybrid Regime
01/11/2009,2009,His Excellency Lee Hsien Loong,"16"" × 23.75"" metal panel with cityscape view of Singapore, presented in a wooden box with a plaque on the top that reads “APEC Singapore 2009.” 9.5"" × 6.75"" × 2.75"" bronze abstract sculpture in a braided motif inscribed, “From the 2009 APEC Conference in Singapore,” presented in a fitted wooden presentation box. ",9000,Singapore,Asia,Flawed Democracy
01/11/2009,2009,His Excellency Hu Jintao,"39"" x 49"" wooden framed and matted fine silk embroidery depicting a portrait study of the First Family. ",20000,China,Asia,Authoritarian
22/10/2009,2009,His Excellency José Manuel Durao Barroso,Graf von Faber-Castell “Perfect Pencil.” ,395,European Union,Europe,N.A.
22/10/2009,2009,The Right Honorable James Gordon Brown,Book entitled “A Carnegie Anthology”; book entitled “Scottish Estate Tweeds”; one Johnstons cashmere sweater. ,1019,United Kingdom,Europe,Full Democracy
22/10/2009,2009,His Excellency Hu Jintao,Porcelain sculpture of five oxen. ,1200,China,Asia,Authoritarian
13/10/2009,2009,His Excellency José Luis Rodríguez Zapatero,"Book entitled “Barcelona & Catalonia”; framed currency entitled “The United Colonies, Four Dollars”, printed in Philadelphia in 1776 and documents of the Santa Fe Capitulations in a grey velvet case. ",739,Spain,Europe,Full Democracy
30/09/2009,2009,His Excellency Asif Ali Zardari,"26"" × 32.5"" framed portrait of President Obama.  ",1200,Pakistan,Asia,Hybrid Regime
25/09/2009,2009,His Excellency Nicolas Sarkozy,"Bronze replica of a sculpture by Edgar Degas, entitled “Halted Horse.” ",2635,France,Europe,Flawed Democracy
24/09/2009,2009,His Excellency Silvio Berlusconi,Book entitled “I Vetri di Archimede Seguso dal 1950 al 1959”; pair of blown glass candleholders and a glass fruit bowl. ,14445,Italy,Europe,Flawed Democracy
24/09/2009,2009,His Excellency Dr. Manmohan Singh,Burgundy rug with a foliate motif. ,1200,India,Asia,Flawed Democracy
23/09/2009,2009,His Excellency Silvio Berlusconi,Francesco Basile gold watch. ,6400,Italy,Europe,Flawed Democracy
23/09/2009,2009,The Honorable Dr. Navinchandra Ramgoolam,"Painting entitled “Mauritius—A Haven for Peace and Harmony,” by Daniele Hitie. ",1200,Mauritius,Africa,Full Democracy
23/09/2009,2009,His Excellency Recep Tayyip Erdogan,Silver bowl with a raised floral motif. ,400,Turkey,Asia,Hybrid Regime
23/09/2009,2009,His Excellency Abhisit Vejjajiva,Silver box imprinted with the insignia of the Kingdom of Thailand. ,450,Thailand,Asia,Hybrid Regime
20/09/2009,2009,His Excellency Wu Banggou,3' x 6' wooden framed watercolor on paper depicting a landscape with limestone cliffs. ,3000,China,Asia,Authoritarian
25/08/2009,2009,His Excellency Felipe de Jesús Calderón Hinojosa,Book entitled “The Aztec Calendar and Other Solar Monuments” by Eduardo Matos and Felipe Solis; one metal Aztec calendar on a wooden display stand. ,422,Mexico,North America,Flawed Democracy
09/08/2009,2009,The Honorable Dr. Alfonso Petersen,"Four bottles of tequila, presented in display boxes. Wooden trunk containing a silver ark with a decorative ceramic design on the front and silver bells on each side. ",1880,Mexico,North America,Flawed Democracy
04/08/2009,2009,His Majesty Mohammed VI,Nine books related to the history and culture of Morocco. ,624,Morocco,Africa,Hybrid Regime
03/08/2009,2009,His Highness Sheikh Sabah Al-Ahmed Al-Jaber Al-Sabah,Mother-of-pearl and lapis lazuli gilt bronze box. ,1100,Kuwait,Asia,Authoritarian
30/07/2009,2009,Her Excellency Gloria Macapagal-Arroyo,Set of white mother-of-pearl cufflinks with blue sapphires in 18 karat white gold in a box made from shells and leather. ,875,Philippines,Asia,Flawed Democracy
22/07/2009,2009,His Excellency Nouri al-Maliki,Large silver vase with images of palm trees and sphinxes; Iraqi soccer team jersey. ,675,Mali,Africa,Hybrid Regime
21/07/2009,2009,His Excellency Dr. John Evans Atta Mills,"31"" x 47"" portrait of President Obama with an American Flag. ",700,Ghana,Africa,Flawed Democracy
10/07/2009,2009,His Excellency Silvio Berlusconi,"Large book of original artwork, photographs, and text by artist Marilena Ferrari, with a Renaissance-style stone carving cover. Gold-painted box containing certificates of authenticity for accompanying artwork. Gold-painted box containing bookmark and magnifying glass. Gold-painted box containing hand-written full version of the Star Spangled Banner in custom ink and calligraphy. Large gold leaf painted box housing all items. ",124000,Italy,Europe,Flawed Democracy
10/07/2009,2009,His Holiness Pope Benedict XVI,Gilt framed and matted mosaic depicting St. Peter's Square; decorative gold coin with the inscription “Benedict XVI Pont Max Anno IV” with the profile of Pope Benedict the XVI; booklet entitled “Instruction Dignitas Personae On Certain Bioethical Questions”; book entitled “Encyclical Letter Caritas in Veritate of the Supreme Pontiff Benedict XVI”; silver keychain. ,7905,Holy See,Europe,N.A.
09/07/2009,2009,His Excellency Jan Peter Balkenende,Orange Batavus “Holland on the Hudson” bicycle with an extra bike seat. ,1480,Netherlands,Europe,Full Democracy
07/07/2009,2009,His Excellency Vladimir Putin,Antique brass Samovar. ,400,Russian Federation,Europe,Authoritarian
07/07/2009,2009,His Excellency Silvio Berlusconi,Large crystal table with an image of the American Flag. ,6000,Italy,Europe,Flawed Democracy
01/07/2009,2009,His Excellency Silvio Berlusconi,"16.5"" × 12"" Pineider brown leather briefcase embossed with seal of the 2009 G8 Summit with a yellow dust bag and black handling gloves. Navy silk tie. Plastic watch. Book, title: “L'Aquila: Saving an Art City.” Office supplies with 2009 G8 Summit seal. Book, title: “G8 Now”. ",3007,Italy,Europe,Flawed Democracy
15/06/2009,2009,His Excellency Silvio Berlusconi,Twelve silk ties. ,1680,Italy,Europe,Flawed Democracy
11/06/2009,2009,Mr. Karl-Michael Danzer,"14"" x 14"" Bauhaus chess set, with a lightly-colored wood board and pieces carved into the shape of their allowed movements on the board, contained in a carrying box with sliding top, designed by Josef Hartwig. ",554,Germany,Europe,Full Democracy
04/06/2009,2009,Her Excellency Dr. Angela Merkel,Meissen tea set with a floral design; book entitled “Meissen in Meissen.” ,415,Germany,Europe,Full Democracy
03/06/2009,2009,The Honorable Stanislaw Tillich Minister-President of the Free State of Saxony,Pair of 18 karat rose gold cufflinks in the shape of shields; Meissen porcelain tray. ,600,Germany,Europe,Full Democracy
03/06/2009,2009,Abdullah bin Abd al-Aziz Al Saud,Large desert scene on a green veined marble base featuring miniature figurines of gold palm trees and camels; large gold medallion with the Royal seal in a green leather display box; large brass and glass clock by Jaeger-LeCoultre in a green leather display case. ,34500,Saudi Arabia,Asia,Authoritarian
28/05/2009,2009,His Excellency Dr. Mahmoud Abbas,"25"" x 29"" framed painting of a tree; eight books. ",446,Palestine,Asia,Hybrid Regime
28/05/2009,2009,His Excellency Dr. Mahmoud Abbas,Bottle of olive oil. ,75,Palestine,Asia,Hybrid Regime
26/05/2009,2009,His Excellency Asif Ali Zardari,Large cream-colored rug with fringes. ,2500,Pakistan,Asia,Hybrid Regime
21/05/2009,2009,His Excellency Jakaya Kikwete,3' tall handcarved ebony wooden sculpture. ,6000,Tanzania,Africa,Hybrid Regime
06/05/2009,2009,His Excellency Dr. Hamid Karzai,"Large oval blue lapis bowl, presented in a blue velvet presentation box. ",850,Afghanistan,Asia,Authoritarian
05/05/2009,2009,His Excellency Shimon Peres,Bronze statue of a girl releasing a flock of doves. ,8000,Israel,Asia,Flawed Democracy
22/04/2009,2009,The Right Honorable Patrick Manning,Black Bosca leather briefcase; CD entitled “The Fifth Summit of the Americas 2009”; DVD entitled “Cepal Publications 2008”; five books about Trinidad and Tobago. ,620,Trinidad and Tobago,North America,Flawed Democracy
21/04/2009,2009,His Majesty King Abdullah II bin Al Hussein,Six decorative ceremonial weapons presented in a glass case. ,1265,Jordan,Asia,Authoritarian
20/04/2009,2009,The Honorable Agnaldo Timóteo Pereira,Silver tray with a floral design; ceremonial plaque; four CDs; two informational booklets. ,520,Brazil,South America,Flawed Democracy
07/04/2009,2009,His Excellency Jalal Talabani,Two handwoven decorative rugs; one framed portrait of a woman wearing a green dress; one framed portrait depicting two women and a man surrounded by birds. ,1850,Iraq,Asia,Hybrid Regime
06/04/2009,2009,His Excellency Abdullah Gul,Two cufflinks made by Sevan Bicakci; blue and silver glass vase. ,1550,Turkey,Asia,Hybrid Regime
04/04/2009,2009,The Honorable Petr Tulpa,Gold medal created by the Czech mint featuring an image of President Obama. ,1460,Czechia,Europe,Flawed Democracy
03/04/2009,2009,Her Excellency Dr. Angela Merkel,Black leather Montblanc briefcase. ,760,Germany,Europe,Full Democracy
01/04/2009,2009,His Excellency Hu Jintao,"7"" x 11"" red and white porcelain vase by Franz with purple and pink flower design across the front. ",1000,China,Asia,Authoritarian
01/04/2009,2009,His Excellency Hu Jintao,"12.75"" × 7"" cylindrical “Franz Collection” vase featuring high relief blue iris leaves against a cream color background. ",1000,China,Asia,Authoritarian
01/04/2009,2009,His Excellency Dmitry Medvedev,Small wooden CD holder; one book; fifteen compact discs. ,415,Russian Federation,Europe,Authoritarian
20/03/2009,2009,The Honorable Richard Heller,Book entitled “Restoring the Balance”; book entitled “The Military Balance 2009.” ,388,Denmark,Europe,Full Democracy
17/03/2009,2009,The Honorable Peter Robinson and the Honorable Martin McGuinness,Belleek handcrafted basket. ,385,Ireland,Europe,Full Democracy
05/03/2009,2009,His Excellency Abdelaziz Bouteflika,Four boxes of dates and twelve bottles of wine. ,500,Algeria,Africa,Authoritarian
03/03/2009,2009,The Right Honorable James Gordon Brown,"Black and gold pen with a wooden pen holder, made from the wood of the HMS Gannet in Chatham; book entitled “Churchill and America” by Martin Gilbert; book entitled “Churchill: A Life” by Martin Gilbert; book set entitled “Biography of Winston S. Churchill,” by Martin Gilbert. ",16510,United Kingdom,Europe,Full Democracy
24/02/2009,2009,His Excellency Taro Aso,Mikimoto desk clock; black basketball jersey. ,1495,Japan,Asia,Flawed Democracy
